t	phi	omega
4.0625	-0.346634	4.28787
4.0626	-0.346205	4.2882
4.0627	-0.345777	4.28853
4.0628	-0.345348	4.28886
4.0629	-0.344919	4.2892
4.063	-0.34449	4.28953
4.0631	-0.344061	4.28986
4.0632	-0.343632	4.29019
4.0633	-0.343203	4.29052
4.0634	-0.342774	4.29085
4.0635	-0.342344	4.29118
4.0636	-0.341915	4.29151
4.0637	-0.341486	4.29184
4.0638	-0.341057	4.29216
4.0639	-0.340628	4.29249
4.064	-0.340198	4.29282
4.0641	-0.339769	4.29315
4.0642	-0.33934	4.29347
4.0643	-0.33891	4.2938
4.0644	-0.338481	4.29412
4.0645	-0.338052	4.29445
4.0646	-0.337622	4.29477
4.0647	-0.337193	4.2951
4.0648	-0.336763	4.29542
4.0649	-0.336333	4.29575
4.065	-0.335904	4.29607
4.0651	-0.335474	4.29639
4.0652	-0.335044	4.29672
4.0653	-0.334615	4.29704
4.0654	-0.334185	4.29736
4.0655	-0.333755	4.29768
4.0656	-0.333325	4.298
4.0657	-0.332896	4.29832
4.0658	-0.332466	4.29864
4.0659	-0.332036	4.29896
4.066	-0.331606	4.29928
4.0661	-0.331176	4.2996
4.0662	-0.330746	4.29992
4.0663	-0.330316	4.30024
4.0664	-0.329886	4.30056
4.0665	-0.329456	4.30087
4.0666	-0.329026	4.30119
4.0667	-0.328596	4.30151
4.0668	-0.328165	4.30182
4.0669	-0.327735	4.30214
4.067	-0.327305	4.30245
4.0671	-0.326875	4.30277
4.0672	-0.326444	4.30308
4.0673	-0.326014	4.3034
4.0674	-0.325584	4.30371
4.0675	-0.325153	4.30402
4.0676	-0.324723	4.30434
4.0677	-0.324292	4.30465
4.0678	-0.323862	4.30496
4.0679	-0.323431	4.30527
4.068	-0.323001	4.30559
4.0681	-0.32257	4.3059
4.0682	-0.32214	4.30621
4.0683	-0.321709	4.30652
4.0684	-0.321278	4.30683
4.0685	-0.320847	4.30714
4.0686	-0.320417	4.30745
4.0687	-0.319986	4.30775
4.0688	-0.319555	4.30806
4.0689	-0.319124	4.30837
4.069	-0.318693	4.30868
4.0691	-0.318263	4.30898
4.0692	-0.317832	4.30929
4.0693	-0.317401	4.3096
4.0694	-0.31697	4.3099
4.0695	-0.316539	4.31021
4.0696	-0.316108	4.31051
4.0697	-0.315677	4.31082
4.0698	-0.315245	4.31112
4.0699	-0.314814	4.31143
4.07	-0.314383	4.31173
4.0701	-0.313952	4.31203
4.0702	-0.313521	4.31233
4.0703	-0.313089	4.31264
4.0704	-0.312658	4.31294
4.0705	-0.312227	4.31324
4.0706	-0.311795	4.31354
4.0707	-0.311364	4.31384
4.0708	-0.310933	4.31414
4.0709	-0.310501	4.31444
4.071	-0.31007	4.31474
4.0711	-0.309638	4.31504
4.0712	-0.309207	4.31534
4.0713	-0.308775	4.31564
4.0714	-0.308344	4.31593
4.0715	-0.307912	4.31623
4.0716	-0.30748	4.31653
4.0717	-0.307049	4.31682
4.0718	-0.306617	4.31712
4.0719	-0.306185	4.31742
4.072	-0.305753	4.31771
4.0721	-0.305322	4.31801
4.0722	-0.30489	4.3183
4.0723	-0.304458	4.3186
4.0724	-0.304026	4.31889
4.0725	-0.303594	4.31918
4.0726	-0.303162	4.31947
4.0727	-0.30273	4.31977
4.0728	-0.302298	4.32006
4.0729	-0.301866	4.32035
4.073	-0.301434	4.32064
4.0731	-0.301002	4.32093
4.0732	-0.30057	4.32122
4.0733	-0.300138	4.32151
4.0734	-0.299705	4.3218
4.0735	-0.299273	4.32209
4.0736	-0.298841	4.32238
4.0737	-0.298409	4.32267
4.0738	-0.297976	4.32296
4.0739	-0.297544	4.32325
4.074	-0.297112	4.32353
4.0741	-0.296679	4.32382
4.0742	-0.296247	4.32411
4.0743	-0.295815	4.32439
4.0744	-0.295382	4.32468
4.0745	-0.29495	4.32496
4.0746	-0.294517	4.32525
4.0747	-0.294084	4.32553
4.0748	-0.293652	4.32582
4.0749	-0.293219	4.3261
4.075	-0.292787	4.32638
4.0751	-0.292354	4.32666
4.0752	-0.291921	4.32695
4.0753	-0.291489	4.32723
4.0754	-0.291056	4.32751
4.0755	-0.290623	4.32779
4.0756	-0.29019	4.32807
4.0757	-0.289757	4.32835
4.0758	-0.289325	4.32863
4.0759	-0.288892	4.32891
4.076	-0.288459	4.32919
4.0761	-0.288026	4.32947
4.0762	-0.287593	4.32975
4.0763	-0.28716	4.33003
4.0764	-0.286727	4.3303
4.0765	-0.286294	4.33058
4.0766	-0.285861	4.33086
4.0767	-0.285428	4.33113
4.0768	-0.284994	4.33141
4.0769	-0.284561	4.33168
4.077	-0.284128	4.33196
4.0771	-0.283695	4.33223
4.0772	-0.283262	4.33251
4.0773	-0.282828	4.33278
4.0774	-0.282395	4.33306
4.0775	-0.281962	4.33333
4.0776	-0.281528	4.3336
4.0777	-0.281095	4.33387
4.0778	-0.280661	4.33414
4.0779	-0.280228	4.33442
4.078	-0.279795	4.33469
4.0781	-0.279361	4.33496
4.0782	-0.278928	4.33523
4.0783	-0.278494	4.3355
4.0784	-0.27806	4.33577
4.0785	-0.277627	4.33604
4.0786	-0.277193	4.3363
4.0787	-0.27676	4.33657
4.0788	-0.276326	4.33684
4.0789	-0.275892	4.33711
4.079	-0.275458	4.33737
4.0791	-0.275025	4.33764
4.0792	-0.274591	4.33791
4.0793	-0.274157	4.33817
4.0794	-0.273723	4.33844
4.0795	-0.273289	4.3387
4.0796	-0.272855	4.33897
4.0797	-0.272421	4.33923
4.0798	-0.271988	4.33949
4.0799	-0.271554	4.33976
4.08	-0.27112	4.34002
4.0801	-0.270686	4.34028
4.0802	-0.270251	4.34054
4.0803	-0.269817	4.3408
4.0804	-0.269383	4.34107
4.0805	-0.268949	4.34133
4.0806	-0.268515	4.34159
4.0807	-0.268081	4.34185
4.0808	-0.267647	4.34211
4.0809	-0.267212	4.34237
4.081	-0.266778	4.34262
4.0811	-0.266344	4.34288
4.0812	-0.265909	4.34314
4.0813	-0.265475	4.3434
4.0814	-0.265041	4.34365
4.0815	-0.264606	4.34391
4.0816	-0.264172	4.34417
4.0817	-0.263738	4.34442
4.0818	-0.263303	4.34468
4.0819	-0.262869	4.34493
4.082	-0.262434	4.34519
4.0821	-0.262	4.34544
4.0822	-0.261565	4.3457
4.0823	-0.26113	4.34595
4.0824	-0.260696	4.3462
4.0825	-0.260261	4.34645
4.0826	-0.259826	4.34671
4.0827	-0.259392	4.34696
4.0828	-0.258957	4.34721
4.0829	-0.258522	4.34746
4.083	-0.258087	4.34771
4.0831	-0.257653	4.34796
4.0832	-0.257218	4.34821
4.0833	-0.256783	4.34846
4.0834	-0.256348	4.34871
4.0835	-0.255913	4.34896
4.0836	-0.255478	4.3492
4.0837	-0.255043	4.34945
4.0838	-0.254608	4.3497
4.0839	-0.254173	4.34994
4.084	-0.253738	4.35019
4.0841	-0.253303	4.35044
4.0842	-0.252868	4.35068
4.0843	-0.252433	4.35093
4.0844	-0.251998	4.35117
4.0845	-0.251563	4.35142
4.0846	-0.251128	4.35166
4.0847	-0.250693	4.3519
4.0848	-0.250257	4.35215
4.0849	-0.249822	4.35239
4.085	-0.249387	4.35263
4.0851	-0.248952	4.35287
4.0852	-0.248516	4.35311
4.0853	-0.248081	4.35335
4.0854	-0.247646	4.3536
4.0855	-0.24721	4.35384
4.0856	-0.246775	4.35407
4.0857	-0.246339	4.35431
4.0858	-0.245904	4.35455
4.0859	-0.245468	4.35479
4.086	-0.245033	4.35503
4.0861	-0.244597	4.35527
4.0862	-0.244162	4.3555
4.0863	-0.243726	4.35574
4.0864	-0.243291	4.35598
4.0865	-0.242855	4.35621
4.0866	-0.242419	4.35645
4.0867	-0.241984	4.35668
4.0868	-0.241548	4.35692
4.0869	-0.241112	4.35715
4.087	-0.240677	4.35739
4.0871	-0.240241	4.35762
4.0872	-0.239805	4.35785
4.0873	-0.239369	4.35809
4.0874	-0.238933	4.35832
4.0875	-0.238498	4.35855
4.0876	-0.238062	4.35878
4.0877	-0.237626	4.35901
4.0878	-0.23719	4.35924
4.0879	-0.236754	4.35947
4.088	-0.236318	4.3597
4.0881	-0.235882	4.35993
4.0882	-0.235446	4.36016
4.0883	-0.23501	4.36039
4.0884	-0.234574	4.36062
4.0885	-0.234138	4.36084
4.0886	-0.233702	4.36107
4.0887	-0.233265	4.3613
4.0888	-0.232829	4.36152
4.0889	-0.232393	4.36175
4.089	-0.231957	4.36198
4.0891	-0.231521	4.3622
4.0892	-0.231084	4.36243
4.0893	-0.230648	4.36265
4.0894	-0.230212	4.36287
4.0895	-0.229776	4.3631
4.0896	-0.229339	4.36332
4.0897	-0.228903	4.36354
4.0898	-0.228467	4.36376
4.0899	-0.22803	4.36399
4.09	-0.227594	4.36421
4.0901	-0.227157	4.36443
4.0902	-0.226721	4.36465
4.0903	-0.226284	4.36487
4.0904	-0.225848	4.36509
4.0905	-0.225411	4.36531
4.0906	-0.224975	4.36553
4.0907	-0.224538	4.36575
4.0908	-0.224102	4.36596
4.0909	-0.223665	4.36618
4.091	-0.223228	4.3664
4.0911	-0.222792	4.36661
4.0912	-0.222355	4.36683
4.0913	-0.221918	4.36705
4.0914	-0.221482	4.36726
4.0915	-0.221045	4.36748
4.0916	-0.220608	4.36769
4.0917	-0.220171	4.36791
4.0918	-0.219734	4.36812
4.0919	-0.219298	4.36833
4.092	-0.218861	4.36855
4.0921	-0.218424	4.36876
4.0922	-0.217987	4.36897
4.0923	-0.21755	4.36918
4.0924	-0.217113	4.36939
4.0925	-0.216676	4.36961
4.0926	-0.216239	4.36982
4.0927	-0.215802	4.37003
4.0928	-0.215365	4.37024
4.0929	-0.214928	4.37045
4.093	-0.214491	4.37065
4.0931	-0.214054	4.37086
4.0932	-0.213617	4.37107
4.0933	-0.21318	4.37128
4.0934	-0.212743	4.37148
4.0935	-0.212305	4.37169
4.0936	-0.211868	4.3719
4.0937	-0.211431	4.3721
4.0938	-0.210994	4.37231
4.0939	-0.210557	4.37251
4.094	-0.210119	4.37272
4.0941	-0.209682	4.37292
4.0942	-0.209245	4.37313
4.0943	-0.208807	4.37333
4.0944	-0.20837	4.37353
4.0945	-0.207933	4.37374
4.0946	-0.207495	4.37394
4.0947	-0.207058	4.37414
4.0948	-0.20662	4.37434
4.0949	-0.206183	4.37454
4.095	-0.205745	4.37474
4.0951	-0.205308	4.37494
4.0952	-0.20487	4.37514
4.0953	-0.204433	4.37534
4.0954	-0.203995	4.37554
4.0955	-0.203558	4.37574
4.0956	-0.20312	4.37594
4.0957	-0.202683	4.37613
4.0958	-0.202245	4.37633
4.0959	-0.201807	4.37653
4.096	-0.20137	4.37672
4.0961	-0.200932	4.37692
4.0962	-0.200494	4.37711
4.0963	-0.200056	4.37731
4.0964	-0.199619	4.3775
4.0965	-0.199181	4.3777
4.0966	-0.198743	4.37789
4.0967	-0.198305	4.37808
4.0968	-0.197867	4.37828
4.0969	-0.19743	4.37847
4.097	-0.196992	4.37866
4.0971	-0.196554	4.37885
4.0972	-0.196116	4.37904
4.0973	-0.195678	4.37924
4.0974	-0.19524	4.37943
4.0975	-0.194802	4.37962
4.0976	-0.194364	4.37981
4.0977	-0.193926	4.37999
4.0978	-0.193488	4.38018
4.0979	-0.19305	4.38037
4.098	-0.192612	4.38056
4.0981	-0.192174	4.38075
4.0982	-0.191736	4.38093
4.0983	-0.191298	4.38112
4.0984	-0.19086	4.38131
4.0985	-0.190422	4.38149
4.0986	-0.189983	4.38168
4.0987	-0.189545	4.38186
4.0988	-0.189107	4.38205
4.0989	-0.188669	4.38223
4.099	-0.18823	4.38241
4.0991	-0.187792	4.3826
4.0992	-0.187354	4.38278
4.0993	-0.186916	4.38296
4.0994	-0.186477	4.38314
4.0995	-0.186039	4.38332
4.0996	-0.185601	4.38351
4.0997	-0.185162	4.38369
4.0998	-0.184724	4.38387
4.0999	-0.184285	4.38405
4.1	-0.183847	4.38423
4.1001	-0.183409	4.3844
4.1002	-0.18297	4.38458
4.1003	-0.182532	4.38476
4.1004	-0.182093	4.38494
4.1005	-0.181655	4.38512
4.1006	-0.181216	4.38529
4.1007	-0.180778	4.38547
4.1008	-0.180339	4.38565
4.1009	-0.1799	4.38582
4.101	-0.179462	4.386
4.1011	-0.179023	4.38617
4.1012	-0.178585	4.38634
4.1013	-0.178146	4.38652
4.1014	-0.177707	4.38669
4.1015	-0.177269	4.38687
4.1016	-0.17683	4.38704
4.1017	-0.176391	4.38721
4.1018	-0.175952	4.38738
4.1019	-0.175514	4.38755
4.102	-0.175075	4.38772
4.1021	-0.174636	4.38789
4.1022	-0.174197	4.38806
4.1023	-0.173759	4.38823
4.1024	-0.17332	4.3884
4.1025	-0.172881	4.38857
4.1026	-0.172442	4.38874
4.1027	-0.172003	4.38891
4.1028	-0.171564	4.38908
4.1029	-0.171125	4.38924
4.103	-0.170686	4.38941
4.1031	-0.170247	4.38958
4.1032	-0.169808	4.38974
4.1033	-0.169369	4.38991
4.1034	-0.16893	4.39007
4.1035	-0.168491	4.39024
4.1036	-0.168052	4.3904
4.1037	-0.167613	4.39056
4.1038	-0.167174	4.39073
4.1039	-0.166735	4.39089
4.104	-0.166296	4.39105
4.1041	-0.165857	4.39121
4.1042	-0.165418	4.39138
4.1043	-0.164979	4.39154
4.1044	-0.164539	4.3917
4.1045	-0.1641	4.39186
4.1046	-0.163661	4.39202
4.1047	-0.163222	4.39218
4.1048	-0.162783	4.39234
4.1049	-0.162343	4.39249
4.105	-0.161904	4.39265
4.1051	-0.161465	4.39281
4.1052	-0.161025	4.39297
4.1053	-0.160586	4.39312
4.1054	-0.160147	4.39328
4.1055	-0.159707	4.39344
4.1056	-0.159268	4.39359
4.1057	-0.158829	4.39375
4.1058	-0.158389	4.3939
4.1059	-0.15795	4.39406
4.106	-0.15751	4.39421
4.1061	-0.157071	4.39436
4.1062	-0.156632	4.39452
4.1063	-0.156192	4.39467
4.1064	-0.155753	4.39482
4.1065	-0.155313	4.39497
4.1066	-0.154874	4.39512
4.1067	-0.154434	4.39528
4.1068	-0.153995	4.39543
4.1069	-0.153555	4.39558
4.107	-0.153115	4.39573
4.1071	-0.152676	4.39588
4.1072	-0.152236	4.39602
4.1073	-0.151797	4.39617
4.1074	-0.151357	4.39632
4.1075	-0.150917	4.39647
4.1076	-0.150478	4.39661
4.1077	-0.150038	4.39676
4.1078	-0.149598	4.39691
4.1079	-0.149159	4.39705
4.108	-0.148719	4.3972
4.1081	-0.148279	4.39734
4.1082	-0.147839	4.39749
4.1083	-0.1474	4.39763
4.1084	-0.14696	4.39778
4.1085	-0.14652	4.39792
4.1086	-0.14608	4.39806
4.1087	-0.14564	4.3982
4.1088	-0.145201	4.39835
4.1089	-0.144761	4.39849
4.109	-0.144321	4.39863
4.1091	-0.143881	4.39877
4.1092	-0.143441	4.39891
4.1093	-0.143001	4.39905
4.1094	-0.142561	4.39919
4.1095	-0.142121	4.39933
4.1096	-0.141681	4.39947
4.1097	-0.141241	4.3996
4.1098	-0.140802	4.39974
4.1099	-0.140362	4.39988
4.11	-0.139922	4.40002
4.1101	-0.139482	4.40015
4.1102	-0.139041	4.40029
4.1103	-0.138601	4.40042
4.1104	-0.138161	4.40056
4.1105	-0.137721	4.40069
4.1106	-0.137281	4.40083
4.1107	-0.136841	4.40096
4.1108	-0.136401	4.4011
4.1109	-0.135961	4.40123
4.111	-0.135521	4.40136
4.1111	-0.135081	4.40149
4.1112	-0.13464	4.40162
4.1113	-0.1342	4.40176
4.1114	-0.13376	4.40189
4.1115	-0.13332	4.40202
4.1116	-0.13288	4.40215
4.1117	-0.132439	4.40228
4.1118	-0.131999	4.40241
4.1119	-0.131559	4.40253
4.112	-0.131119	4.40266
4.1121	-0.130678	4.40279
4.1122	-0.130238	4.40292
4.1123	-0.129798	4.40304
4.1124	-0.129357	4.40317
4.1125	-0.128917	4.4033
4.1126	-0.128477	4.40342
4.1127	-0.128036	4.40355
4.1128	-0.127596	4.40367
4.1129	-0.127156	4.4038
4.113	-0.126715	4.40392
4.1131	-0.126275	4.40405
4.1132	-0.125835	4.40417
4.1133	-0.125394	4.40429
4.1134	-0.124954	4.40441
4.1135	-0.124513	4.40454
4.1136	-0.124073	4.40466
4.1137	-0.123632	4.40478
4.1138	-0.123192	4.4049
4.1139	-0.122751	4.40502
4.114	-0.122311	4.40514
4.1141	-0.12187	4.40526
4.1142	-0.12143	4.40538
4.1143	-0.120989	4.40549
4.1144	-0.120549	4.40561
4.1145	-0.120108	4.40573
4.1146	-0.119667	4.40585
4.1147	-0.119227	4.40596
4.1148	-0.118786	4.40608
4.1149	-0.118346	4.4062
4.115	-0.117905	4.40631
4.1151	-0.117464	4.40643
4.1152	-0.117024	4.40654
4.1153	-0.116583	4.40665
4.1154	-0.116142	4.40677
4.1155	-0.115702	4.40688
4.1156	-0.115261	4.40699
4.1157	-0.11482	4.40711
4.1158	-0.114379	4.40722
4.1159	-0.113939	4.40733
4.116	-0.113498	4.40744
4.1161	-0.113057	4.40755
4.1162	-0.112616	4.40766
4.1163	-0.112176	4.40777
4.1164	-0.111735	4.40788
4.1165	-0.111294	4.40799
4.1166	-0.110853	4.4081
4.1167	-0.110412	4.40821
4.1168	-0.109972	4.40831
4.1169	-0.109531	4.40842
4.117	-0.10909	4.40853
4.1171	-0.108649	4.40864
4.1172	-0.108208	4.40874
4.1173	-0.107767	4.40885
4.1174	-0.107326	4.40895
4.1175	-0.106886	4.40906
4.1176	-0.106445	4.40916
4.1177	-0.106004	4.40926
4.1178	-0.105563	4.40937
4.1179	-0.105122	4.40947
4.118	-0.104681	4.40957
4.1181	-0.10424	4.40968
4.1182	-0.103799	4.40978
4.1183	-0.103358	4.40988
4.1184	-0.102917	4.40998
4.1185	-0.102476	4.41008
4.1186	-0.102035	4.41018
4.1187	-0.101594	4.41028
4.1188	-0.101153	4.41038
4.1189	-0.100712	4.41048
4.119	-0.100271	4.41057
4.1191	-0.0998297	4.41067
4.1192	-0.0993886	4.41077
4.1193	-0.0989475	4.41087
4.1194	-0.0985064	4.41096
4.1195	-0.0980653	4.41106
4.1196	-0.0976242	4.41115
4.1197	-0.0971831	4.41125
4.1198	-0.0967419	4.41134
4.1199	-0.0963008	4.41144
4.12	-0.0958596	4.41153
4.1201	-0.0954185	4.41163
4.1202	-0.0949773	4.41172
4.1203	-0.0945361	4.41181
4.1204	-0.0940949	4.4119
4.1205	-0.0936537	4.412
4.1206	-0.0932125	4.41209
4.1207	-0.0927713	4.41218
4.1208	-0.0923301	4.41227
4.1209	-0.0918888	4.41236
4.121	-0.0914476	4.41245
4.1211	-0.0910063	4.41254
4.1212	-0.0905651	4.41263
4.1213	-0.0901238	4.41271
4.1214	-0.0896825	4.4128
4.1215	-0.0892412	4.41289
4.1216	-0.0887999	4.41298
4.1217	-0.0883586	4.41306
4.1218	-0.0879173	4.41315
4.1219	-0.087476	4.41324
4.122	-0.0870347	4.41332
4.1221	-0.0865933	4.41341
4.1222	-0.086152	4.41349
4.1223	-0.0857106	4.41357
4.1224	-0.0852692	4.41366
4.1225	-0.0848279	4.41374
4.1226	-0.0843865	4.41382
4.1227	-0.0839451	4.41391
4.1228	-0.0835037	4.41399
4.1229	-0.0830623	4.41407
4.123	-0.0826209	4.41415
4.1231	-0.0821794	4.41423
4.1232	-0.081738	4.41431
4.1233	-0.0812966	4.41439
4.1234	-0.0808551	4.41447
4.1235	-0.0804137	4.41455
4.1236	-0.0799722	4.41463
4.1237	-0.0795307	4.4147
4.1238	-0.0790893	4.41478
4.1239	-0.0786478	4.41486
4.124	-0.0782063	4.41494
4.1241	-0.0777648	4.41501
4.1242	-0.0773233	4.41509
4.1243	-0.0768818	4.41516
4.1244	-0.0764402	4.41524
4.1245	-0.0759987	4.41531
4.1246	-0.0755572	4.41539
4.1247	-0.0751156	4.41546
4.1248	-0.0746741	4.41553
4.1249	-0.0742325	4.41561
4.125	-0.0737909	4.41568
4.1251	-0.0733494	4.41575
4.1252	-0.0729078	4.41582
4.1253	-0.0724662	4.41589
4.1254	-0.0720246	4.41596
4.1255	-0.071583	4.41603
4.1256	-0.0711414	4.4161
4.1257	-0.0706998	4.41617
4.1258	-0.0702581	4.41624
4.1259	-0.0698165	4.41631
4.126	-0.0693749	4.41638
4.1261	-0.0689332	4.41644
4.1262	-0.0684916	4.41651
4.1263	-0.0680499	4.41658
4.1264	-0.0676083	4.41665
4.1265	-0.0671666	4.41671
4.1266	-0.0667249	4.41678
4.1267	-0.0662832	4.41684
4.1268	-0.0658415	4.41691
4.1269	-0.0653998	4.41697
4.127	-0.0649581	4.41703
4.1271	-0.0645164	4.4171
4.1272	-0.0640747	4.41716
4.1273	-0.063633	4.41722
4.1274	-0.0631913	4.41728
4.1275	-0.0627495	4.41735
4.1276	-0.0623078	4.41741
4.1277	-0.061866	4.41747
4.1278	-0.0614243	4.41753
4.1279	-0.0609825	4.41759
4.128	-0.0605408	4.41765
4.1281	-0.060099	4.41771
4.1282	-0.0596572	4.41776
4.1283	-0.0592154	4.41782
4.1284	-0.0587736	4.41788
4.1285	-0.0583318	4.41794
4.1286	-0.05789	4.41799
4.1287	-0.0574482	4.41805
4.1288	-0.0570064	4.41811
4.1289	-0.0565646	4.41816
4.129	-0.0561228	4.41822
4.1291	-0.055681	4.41827
4.1292	-0.0552391	4.41833
4.1293	-0.0547973	4.41838
4.1294	-0.0543554	4.41843
4.1295	-0.0539136	4.41849
4.1296	-0.0534717	4.41854
4.1297	-0.0530299	4.41859
4.1298	-0.052588	4.41864
4.1299	-0.0521462	4.41869
4.13	-0.0517043	4.41874
4.1301	-0.0512624	4.41879
4.1302	-0.0508205	4.41884
4.1303	-0.0503786	4.41889
4.1304	-0.0499367	4.41894
4.1305	-0.0494948	4.41899
4.1306	-0.0490529	4.41904
4.1307	-0.048611	4.41909
4.1308	-0.0481691	4.41913
4.1309	-0.0477272	4.41918
4.131	-0.0472853	4.41923
4.1311	-0.0468433	4.41927
4.1312	-0.0464014	4.41932
4.1313	-0.0459595	4.41936
4.1314	-0.0455175	4.41941
4.1315	-0.0450756	4.41945
4.1316	-0.0446336	4.4195
4.1317	-0.0441917	4.41954
4.1318	-0.0437497	4.41958
4.1319	-0.0433078	4.41962
4.132	-0.0428658	4.41967
4.1321	-0.0424238	4.41971
4.1322	-0.0419818	4.41975
4.1323	-0.0415399	4.41979
4.1324	-0.0410979	4.41983
4.1325	-0.0406559	4.41987
4.1326	-0.0402139	4.41991
4.1327	-0.0397719	4.41995
4.1328	-0.0393299	4.41999
4.1329	-0.0388879	4.42002
4.133	-0.0384459	4.42006
4.1331	-0.0380039	4.4201
4.1332	-0.0375619	4.42014
4.1333	-0.0371199	4.42017
4.1334	-0.0366778	4.42021
4.1335	-0.0362358	4.42024
4.1336	-0.0357938	4.42028
4.1337	-0.0353518	4.42031
4.1338	-0.0349097	4.42035
4.1339	-0.0344677	4.42038
4.134	-0.0340256	4.42042
4.1341	-0.0335836	4.42045
4.1342	-0.0331416	4.42048
4.1343	-0.0326995	4.42051
4.1344	-0.0322574	4.42054
4.1345	-0.0318154	4.42058
4.1346	-0.0313733	4.42061
4.1347	-0.0309313	4.42064
4.1348	-0.0304892	4.42067
4.1349	-0.0300471	4.4207
4.135	-0.0296051	4.42073
4.1351	-0.029163	4.42075
4.1352	-0.0287209	4.42078
4.1353	-0.0282788	4.42081
4.1354	-0.0278367	4.42084
4.1355	-0.0273947	4.42086
4.1356	-0.0269526	4.42089
4.1357	-0.0265105	4.42092
4.1358	-0.0260684	4.42094
4.1359	-0.0256263	4.42097
4.136	-0.0251842	4.42099
4.1361	-0.0247421	4.42102
4.1362	-0.0243	4.42104
4.1363	-0.0238579	4.42106
4.1364	-0.0234158	4.42109
4.1365	-0.0229736	4.42111
4.1366	-0.0225315	4.42113
4.1367	-0.0220894	4.42115
4.1368	-0.0216473	4.42117
4.1369	-0.0212052	4.42119
4.137	-0.0207631	4.42122
4.1371	-0.0203209	4.42124
4.1372	-0.0198788	4.42125
4.1373	-0.0194367	4.42127
4.1374	-0.0189946	4.42129
4.1375	-0.0185524	4.42131
4.1376	-0.0181103	4.42133
4.1377	-0.0176682	4.42135
4.1378	-0.017226	4.42136
4.1379	-0.0167839	4.42138
4.138	-0.0163417	4.4214
4.1381	-0.0158996	4.42141
4.1382	-0.0154575	4.42143
4.1383	-0.0150153	4.42144
4.1384	-0.0145732	4.42145
4.1385	-0.014131	4.42147
4.1386	-0.0136889	4.42148
4.1387	-0.0132467	4.4215
4.1388	-0.0128046	4.42151
4.1389	-0.0123624	4.42152
4.139	-0.0119203	4.42153
4.1391	-0.0114781	4.42154
4.1392	-0.011036	4.42155
4.1393	-0.0105938	4.42156
4.1394	-0.0101516	4.42157
4.1395	-0.00970949	4.42158
4.1396	-0.00926733	4.42159
4.1397	-0.00882517	4.4216
4.1398	-0.00838301	4.42161
4.1399	-0.00794084	4.42162
4.14	-0.00749868	4.42162
4.1401	-0.00705652	4.42163
4.1402	-0.00661435	4.42164
4.1403	-0.00617219	4.42164
4.1404	-0.00573003	4.42165
4.1405	-0.00528786	4.42165
4.1406	-0.00484569	4.42166
4.1407	-0.00440353	4.42166
4.1408	-0.00396136	4.42167
4.1409	-0.00351919	4.42167
4.141	-0.00307703	4.42167
4.1411	-0.00263486	4.42168
4.1412	-0.00219269	4.42168
4.1413	-0.00175052	4.42168
4.1414	-0.00130835	4.42168
4.1415	-0.000866186	4.42168
4.1416	-0.000424017	4.42168
4.1417	1.81511e-05	4.42168
4.1418	0.000460319	4.42168
4.1419	0.000902488	4.42168
4.142	0.00134466	4.42168
4.1421	0.00178682	4.42168
4.1422	0.00222899	4.42168
4.1423	0.00267116	4.42167
4.1424	0.00311333	4.42167
4.1425	0.00355549	4.42167
4.1426	0.00399766	4.42166
4.1427	0.00443983	4.42166
4.1428	0.00488199	4.42165
4.1429	0.00532416	4.42165
4.143	0.00576632	4.42164
4.1431	0.00620848	4.42164
4.1432	0.00665065	4.42163
4.1433	0.00709281	4.42162
4.1434	0.00753497	4.42162
4.1435	0.00797713	4.42161
4.1436	0.00841929	4.4216
4.1437	0.00886145	4.42159
4.1438	0.00930361	4.42158
4.1439	0.00974577	4.42157
4.144	0.0101879	4.42156
4.1441	0.0106301	4.42155
4.1442	0.0110722	4.42154
4.1443	0.0115144	4.42153
4.1444	0.0119565	4.42152
4.1445	0.0123987	4.42151
4.1446	0.0128408	4.42149
4.1447	0.013283	4.42148
4.1448	0.0137251	4.42147
4.1449	0.0141673	4.42145
4.145	0.0146094	4.42144
4.1451	0.0150516	4.42142
4.1452	0.0154937	4.42141
4.1453	0.0159358	4.42139
4.1454	0.016378	4.42138
4.1455	0.0168201	4.42136
4.1456	0.0172623	4.42134
4.1457	0.0177044	4.42133
4.1458	0.0181465	4.42131
4.1459	0.0185886	4.42129
4.146	0.0190308	4.42127
4.1461	0.0194729	4.42125
4.1462	0.019915	4.42123
4.1463	0.0203571	4.42121
4.1464	0.0207993	4.42119
4.1465	0.0212414	4.42117
4.1466	0.0216835	4.42115
4.1467	0.0221256	4.42113
4.1468	0.0225677	4.42111
4.1469	0.0230098	4.42108
4.147	0.0234519	4.42106
4.1471	0.023894	4.42104
4.1472	0.0243361	4.42101
4.1473	0.0247782	4.42099
4.1474	0.0252203	4.42097
4.1475	0.0256624	4.42094
4.1476	0.0261045	4.42091
4.1477	0.0265466	4.42089
4.1478	0.0269887	4.42086
4.1479	0.0274308	4.42084
4.148	0.0278729	4.42081
4.1481	0.0283149	4.42078
4.1482	0.028757	4.42075
4.1483	0.0291991	4.42072
4.1484	0.0296412	4.42069
4.1485	0.0300832	4.42066
4.1486	0.0305253	4.42063
4.1487	0.0309673	4.4206
4.1488	0.0314094	4.42057
4.1489	0.0318515	4.42054
4.149	0.0322935	4.42051
4.1491	0.0327356	4.42048
